tweet_id,timestamp,source,expanded_urls,rating_numerator,rating_denominator,name,dog_state,Link,Text,retweet_count,favorite_count,display_text_range,lang,day,month,date,year,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,None,https://t.co/f8dEDcrKSR,This is Ted. He does his best. Sometimes that's not enough. But it's ok. would assist ,3870,24363,91,en,Tue,Jul,25,2017,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog,0.992,True,Boxer,0.002,True,Staffordshire_bullterrier,0.001,True
889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,puppo,https://t.co/y70o6h3isq,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. puppared puppo #BarkWeek ,1953,13727,118,en,Mon,Jul,24,2017,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,Golden_retriever,0.953,True,Labrador_retriever,0.014,True,Redbone,0.008,True
889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,None,https://t.co/WpHvrQedPb,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. fr*ckin frightening #BarkWeek ,4616,22748,138,en,Mon,Jul,24,2017,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Whippet,0.626,True,Borzoi,0.195,True,Saluki,0.027,True
888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,None,https://t.co/chxruIOUJN,This is Jim. He found a fren. Taught him how to sit like the good boys. for both ,3885,26335,86,en,Sun,Jul,23,2017,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden_retriever,0.715,True,Tibetan_mastiff,0.12,True,Labrador_retriever,0.106,True
888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,None,https://t.co/HTQ77yNQ5K,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. would do my best ,3676,23111,128,en,Sat,Jul,22,2017,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden_retriever,0.47,True,Labrador_retriever,0.184,True,English_setter,0.073,True
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,None,https://t.co/YnYAFCTTiK,This is Ralphus. He's powering up. Attempting maximum borkdrive. inspirational af ,2989,17834,87,en,Sat,Jul,22,2017,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.7,True,Eskimo_dog,0.167,True,Malamute,0.111,True
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,None,https://t.co/DK7iDPfuRX,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. didn't want the job anyway ,3012,19713,127,en,Thu,Jul,20,2017,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995,True,Pug,0.001,True,Bull_mastiff,0.001,True
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,None,https://t.co/PhrUk20Q64,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. h*ckin strategic ,4686,27409,127,en,Wed,Jul,19,2017,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.822,True,Redbone,0.088,True,Weimaraner,0.026,True
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,None,https://t.co/cLyzpcUcMX,This is Canela. She attempted some fancy porch pics. They were unsuccessful. someone help her ,15595,62004,99,en,Wed,Jul,19,2017,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809,True,Rhodesian_ridgeback,0.055,True,Beagle,0.039,True
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,Null,None,https://t.co/WZqNqygEyV,You may not have known you needed to see this today. please enjoy (IG: emmylouroo) ,9144,30421,88,en,Tue,Jul,18,2017,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,0.331,True,Sea_lion,0.276,False,Weimaraner,0.134,True
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,Null,None,This...,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... would suffocate in floof ,5175,27749,129,en,Tue,Jul,18,2017,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.734,True,Eskimo_dog,0.035,True,Staffordshire_bullterrier,0.03,True
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,None,https://t.co/I6oNy0CgiT,This is Maya. She's very shy. Rarely leaves her cup. would find her an environment to thrive in ,6622,31413,101,en,Mon,Jul,17,2017,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793,True,Toy_terrier,0.144,True,Can_opener,0.032,False
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,None,https://t.co/bVi0Yr4Cff,"This is Mingus. He's a wonderful father to his smol pup. Confirmed, but he needs your help

 ",2751,10808,121,en,Sun,Jul,16,2017,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.31,True,Great_Pyrenees,0.186,True,Dandie_Dinmont,0.086,True
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,https://t.co/RGE08MIJox,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. deep breaths Roscoe ,2740,19111,131,en,Sat,Jul,15,2017,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999,True,Chihuahua,0.0,True,Boston_bull,0.0,True
886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,None,https://t.co/xZDA9Qsq1O,This is Waffles. His doggles are pupside down. Unsure how to fix. someone assist Waffles ,5483,25296,105,en,Sat,Jul,15,2017,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.944,True,Shower_cap,0.025,False,Siamese_cat,0.003,False
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,None,https://t.co/BuveP0uMF1,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. pls pet with caution ,5828,29454,94,en,Fri,Jul,14,2017,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972,True,Shih-Tzu,0.007,True,Bernese_mountain_dog,0.006,True
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,None,https://t.co/tp1kQ8i9JF,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. would pat noggin approvingly ,5545,32531,50,en,Thu,Jul,13,2017,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369,True,Labrador_retriever,0.266,True,Kuvasz,0.135,True
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,Null,None,https://t.co/44ItaMubBf,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. ,3795,19788,109,en,Wed,Jul,12,2017,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.812,True,Siberian_husky,0.072,True,Eskimo_dog,0.056,True
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,None,https://t.co/MYJvdlNRVa,"This is Earl. He found a hat. Nervous about what you think of it. it's delightful, Earl ",15634,69411,47,en,Wed,Jul,12,2017,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.26,True,American_Staffordshire_terrier,0.198,True,Staffordshire_bullterrier,0.128,True
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,None,https://t.co/74TKAUsLkO,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. you're doing great Lola ,4843,25150,133,en,Tue,Jul,11,2017,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822,True,Norwich_terrier,0.106,True,Norfolk_terrier,0.037,True
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,None,https://t.co/1r4MFCbCX5,This is Kevin. He's just so happy. what is your secret Kevin ,4070,21969,134,en,Tue,Jul,11,2017,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.546,True,French_bulldog,0.404,True,Brabancon_griffon,0.044,True
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,Null,None,https://t.co/vvBOcC2VdC,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. (IG: itselizabethgales) ",4951,24553,93,en,Mon,Jul,10,2017,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993,True,Cardigan,0.003,True,Chihuahua,0.002,True
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,https://t.co/YSI00BzTBZ,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. for dangerously dapper doggo ,2597,18465,118,en,Sun,Jul,9,2017,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707,True,Malinois,0.199,True,Norwegian_elkhound,0.049,True
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,None,https://t.co/V85xujjDDY,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. super good boy ,2970,19754,66,en,Sun,Jul,9,2017,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.611,True,Miniature_pinscher,0.3,True,Kelpie,0.063,True
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,None,13.5/10,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. ./ ",8585,41432,136,en,Sat,Jul,8,2017,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden_retriever,0.943,True,Labrador_retriever,0.032,True,Kuvasz,0.006,True
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,https://t.co/rf661IFEYP,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. heroic as h*ck ,3195,20534,104,en,Fri,Jul,7,2017,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,0.988,True,Tibetan_mastiff,0.007,True,Newfoundland,0.002,True
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,Null,None,you...,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... would sneak a pat ",5752,33549,140,en,Fri,Jul,7,2017,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden_retriever,0.95,True,Labrador_retriever,0.046,True,Kuvasz,0.002,True
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,None,https://t.co/tyER0KpdXj,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. confirmed great boy ,3355,21623,137,en,Thu,Jul,6,2017,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,0.467,True,Siberian_husky,0.406,True,Dingo,0.073,False
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,https://t.co/D43I96SlVu,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. would let steal my girl ,4247,25538,112,en,Thu,Jul,6,2017,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85,True,Chesapeake_Bay_retriever,0.074,True,Flat-coated_retriever,0.016,True
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,None,https://t.co/Nx52PGwH94,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. Phelps is nervous (IG: stanleythe_corgi) ,5265,25354,139,en,Wed,Jul,5,2017,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.543,True,Chihuahua,0.252,True,Cardigan,0.108,True
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,None,https://t.co/fYP5RlutfA,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. happy th Alfy 🇺🇸 ,10053,40461,111,en,Tue,Jul,4,2017,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden_retriever,0.762,True,Labrador_retriever,0.099,True,Cocker_spaniel,0.017,True
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,None,https://t.co/zeDpnsKX7w,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. rest easy Koko ",4223,26507,108,en,Tue,Jul,4,2017,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Web_site,0.95,False,Dhole,0.017,False,Golden_retriever,0.007,True
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,None,https://t.co/503CgWbhxQ,This is Rey. He's a Benebop Cumberfloof. dangerously pettable ,2959,22064,114,en,Mon,Jul,3,2017,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.292,True,Chesapeake_Bay_retriever,0.279,True,Koala,0.127,False
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,None,https://t.co/7CSWCl8I6s,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. would boop intensely ,9275,45877,136,en,Mon,Jul,3,2017,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529,True,Afghan_hound,0.25,True,Golden_retriever,0.161,True
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,Null,pupper,https://t.co/ghXBIIeQZF,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. paw-inspiring af(IG: puffie_the_chow) ,13907,44768,114,en,Sun,Jul,2,2017,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281,True,Angora,0.272,False,Persian_cat,0.115,False
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,Null,None,you...,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... ,3320,19274,115,en,Fri,Jun,30,2017,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791,True,Norwich_terrier,0.061,True,Chihuahua,0.034,True
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,None,https://t.co/4VsFysDmiw,This is Bella. She had her first beach experience this morning. Complete success. would perform a sandy boop ,5410,25739,91,en,Thu,Jun,29,2017,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden_retriever,0.913,True,Labrador_retriever,0.026,True,Cocker_spaniel,0.009,True
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,None,https://t.co/fUod0tVmvK,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. would snug well ,3609,24396,130,en,Thu,Jun,29,2017,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.239,True,Meerkat,0.104,False,Clumber,0.053,True
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,Null,None,https://t.co/HauE8M3Bu4,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho ,3778,25023,138,en,Wed,Jun,28,2017,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Miniature_pinscher,0.12,True,Rhodesian_ridgeback,0.106,True,Beagle,0.106,True
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,None,https://t.co/Qh5aEkRQm9,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. ,3033,20290,72,en,Wed,Jun,28,2017,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.814,True,Beagle,0.147,True,Cocker_spaniel,0.009,True
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,None,https://t.co/IxM9IMKQq8,This is Bailey. He thinks you should measure ear length for signs of growth instead. ,2752,21300,137,en,Tue,Jun,27,2017,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer,0.48,True,Vizsla,0.124,True,Bath_towel,0.073,False
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,None,https://t.co/UDT7ZkcTgY,This is Duddles. He did an attempt. someone help him (vid by Georgia Felici) ,38769,95671,114,en,Mon,Jun,26,2017,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,0.383,True,Boston_bull,0.135,True,Cardigan,0.11,True
